Wanda,Butler,wbutler5r@linkedin.com,,diners-club-international,$0.09,FALSE,TRUE,Pedinó
Ralph,,rgomez5u@ehow.com,Male,,$2.81,TRUE,TRUE,Smiřice
Jonathan,Taylor,jtaylor63@creativecommons.org,,visa-electron,$9.31,FALSE,FALSE,Reconquista
Gloria,Cunningham,,Female,jcb,$7.67,TRUE,,Chengmen
Ernest,Kim,,Male,bankcard,$3.55,TRUE,,Nakkila
Brenda,Hudson,bhudson6i@dropbox.com,,china-unionpay,$2.52,FALSE,TRUE,Muararupit
Paul,,probinson6r@virginia.edu,Male,,$5.53,TRUE,TRUE,Banī Suhaylā
,Fields,sfields7b@chron.com,Female,jcb,,FALSE,FALSE,
Jose,,jcastillo7d@blog.com,Male,,$6.20,FALSE,TRUE,Dadeldhurā
,Graham,jgraham7j@springer.com,Female,jcb,,TRUE,FALSE,
Harold,Woods,hwoods7r@sohu.com,,americanexpress,$1.87,TRUE,FALSE,Malšice
Helen,Rodriguez,hrodriguez80@toplist.cz,Female,mastercard,$9.54,FALSE,TRUE,Hexi
David,Bradley,dbradley82@ameblo.jp,Male,jcb,$8.35,TRUE,TRUE,Otradnoye
Raymond,Hart,rhart86@cbsnews.com,,americanexpress,$4.42,FALSE,TRUE,Dagkar
Donald,,dgarza8b@networkadvertising.org,Male,,$6.74,TRUE,TRUE,Kęty
Ernest,Lawson,,Male,jcb,$9.99,TRUE,,Chavães
Carlos,,cramos8d@sourceforge.net,Male,,$3.76,TRUE,FALSE,Kol’chugino
Judith,Arnold,jarnold8h@weebly.com,Female,maestro,$1.47,TRUE,TRUE,Gaio
Johnny,Martin,,Male,visa,$0.46,FALSE,,Cut-cut Primero
Laura,Harper,,Female,jcb,$6.29,TRUE,,Yunmen
Judy,,,Female,,$9.66,FALSE,,Březová nad Svitavou
,Tucker,stucker99@histats.com,Female,diners-club-carte-blanche,,FALSE,FALSE,
Antonio,,ahawkins9a@soundcloud.com,Male,,$8.27,TRUE,FALSE,Lāchi
Charles,Sullivan,csullivan9f@infoseek.co.jp,,bankcard,$3.28,FALSE,TRUE,Touguinha
Samuel,Gilbert,sgilbert9k@yahoo.co.jp,Male,mastercard,$8.13,TRUE,TRUE,Nowe
Craig,,ckennedy9m@wsj.com,Male,,$5.43,FALSE,TRUE,Fucheng
,Howard,ahoward9o@webeden.co.uk,Male,diners-club-us-ca,,FALSE,FALSE,
Anne,Ray,aray9p@vkontakte.ru,Female,jcb,$1.68,FALSE,FALSE,Slavonice
Catherine,Harper,charper9q@t.co,,jcb,$0.99,TRUE,FALSE,Pangu
Irene,Lawson,ilawson9z@skype.com,,laser,$9.60,TRUE,FALSE,Guaiúba
Timothy,Phillips,tphillipsa1@dailymotion.com,,mastercard,$3.14,TRUE,TRUE,Västerås
Gregory,,grodrigueza3@example.com,Male,,$4.17,TRUE,FALSE,Clermont-Ferrand
Susan,White,,Female,china-unionpay,$2.14,FALSE,,El Calvario
Deborah,Duncan,dduncanaa@scribd.com,,switch,$4.37,TRUE,FALSE,Lindavista
,Harvey,pharveyae@pen.io,Female,jcb,,FALSE,TRUE,
Samuel,Medina,smedinaak@dailymail.co.uk,Male,jcb,$6.86,FALSE,TRUE,Nai Harn
Roger,,rmartinezaw@unblog.fr,Male,,$7.72,TRUE,FALSE,Huangbu
Henry,Frazier,hfrazieraz@si.edu,Male,americanexpress,$3.49,TRUE,FALSE,Nanhe
Susan,Weaver,sweaverb4@npr.org,Female,diners-club-enroute,$2.09,FALSE,TRUE,Castanheira
Norma,,ngibsonb5@businessinsider.com,Female,,$4.81,FALSE,FALSE,El Porvenir
Thomas,,trobertsonbb@vistaprint.com,Male,,$1.89,FALSE,TRUE,Dayapan
Kevin,King,,Male,switch,$7.31,FALSE,,Koski Tl
Adam,,awatkinsbj@histats.com,Male,,$7.94,FALSE,TRUE,Cupira
George,Bailey,gbaileybn@shinystat.com,Male,jcb,$6.25,FALSE,TRUE,Wadi
,,areynoldsbw@hugedomains.com,Female,,,FALSE,FALSE,
Frances,Stevens,fstevensc5@thetimes.co.uk,,jcb,$8.50,FALSE,TRUE,Longbei
Lori,Sims,lsimsc6@telegraph.co.uk,Female,maestro,$5.94,FALSE,FALSE,Jiaoxiyakou
Angela,Riley,arileyc7@unblog.fr,,jcb,$1.70,TRUE,TRUE,Knysna
,Long,plongcf@weibo.com,Male,jcb,,FALSE,FALSE,
Mildred,Reyes,mreyescg@ca.gov,,jcb,$3.69,TRUE,FALSE,Józefosław
Ronald,,rstanleych@addtoany.com,Male,,$2.20,FALSE,FALSE,La Peña
Jean,Patterson,jpattersoncq@pcworld.com,Female,jcb,$9.57,FALSE,FALSE,Tapada das Mercês
Teresa,Romero,tromeroct@weibo.com,,china-unionpay,$2.58,FALSE,TRUE,Shimo-furano
Harold,Black,hblackcy@smugmug.com,Male,jcb,$2.29,TRUE,TRUE,Basiao
Catherine,Jacobs,cjacobsd0@utexas.edu,,diners-club-carte-blanche,$7.76,FALSE,FALSE,Bang Mun Nak
Craig,Patterson,cpattersond8@uol.com.br,Male,jcb,$0.38,TRUE,FALSE,Chengdong
Sandra,Armstrong,sarmstrongdv@cargocollective.com,Female,jcb,$2.88,FALSE,FALSE,Futu
Jean,Hamilton,jhamiltone1@t-online.de,Female,china-unionpay,$1.55,TRUE,FALSE,Saltsjö-Boo
Janice,Ryan,jryaneb@bandcamp.com,Female,visa,$1.79,TRUE,FALSE,Santo Domingo Oeste
Andrew,Welch,,Male,solo,$2.68,TRUE,,Midland
Donald,Sanders,dsanderseg@feedburner.com,Male,solo,$2.69,FALSE,TRUE,Elat
,Elliott,jelliotteh@plala.or.jp,Female,jcb,,FALSE,TRUE,
Ronald,,,Male,,$9.30,TRUE,,Wiwilí
Roger,,rgreeneer@live.com,Male,,$1.98,FALSE,FALSE,Hägersten
Clarence,Ward,cwardfm@livejournal.com,,mastercard,$0.82,FALSE,FALSE,Banjar Baleagung
Samuel,,scarrollfn@wiley.com,Male,,$3.18,FALSE,TRUE,Helvecia
Donna,Peterson,,Female,mastercard,$5.31,FALSE,,Kimje
Linda,Morrison,lmorrisong8@nifty.com,Female,bankcard,$0.84,TRUE,TRUE,Vyshneve
Joe,Crawford,jcrawfordgh@youtu.be,Male,jcb,$5.08,FALSE,FALSE,Saint John
Diane,,dwilliamsongq@nih.gov,Female,,$5.49,FALSE,FALSE,Chile Chico
Debra,Ramirez,dramirezh3@psu.edu,,americanexpress,$8.40,FALSE,TRUE,Mianhu
William,,wreedh5@jimdo.com,Male,,$8.30,TRUE,TRUE,Xumu
Jean,Lewis,jlewish6@alexa.com,Female,mastercard,$6.73,TRUE,FALSE,Songshan
Martin,,mruizh7@cnn.com,Male,,$6.70,FALSE,FALSE,Jinhua
Ashley,Garrett,agarretthe@aol.com,Female,jcb,$5.00,FALSE,FALSE,Ipoh
Terry,Rogers,trogershf@prnewswire.com,,jcb,$1.49,TRUE,FALSE,Chitral
Helen,Lynch,hlynchhg@state.tx.us,Female,visa-electron,$3.20,TRUE,TRUE,Ḩawf
Theresa,Morales,tmoraleshi@biglobe.ne.jp,,maestro,$1.82,TRUE,FALSE,Tanguiéta
Willie,Sims,wsimshm@ftc.gov,Male,switch,$3.47,FALSE,FALSE,Damu
Joseph,,jgranthn@china.com.cn,Male,,$1.44,TRUE,TRUE,Comitancillo
Michelle,Romero,mromeroho@t-online.de,Female,jcb,$9.87,TRUE,FALSE,Linares
Jonathan,Henry,jhenryhs@tinyurl.com,Male,diners-club-carte-blanche,$6.95,TRUE,TRUE,Dūrā al Qar‘
Willie,Garza,wgarzahu@mlb.com,,jcb,$3.36,TRUE,FALSE,Urazovka
Sharon,,sjameshv@hatena.ne.jp,Female,,$5.36,TRUE,FALSE,Catac
Thomas,Stevens,tstevenshx@geocities.jp,Male,bankcard,$9.53,FALSE,FALSE,Mosfilotí
Teresa,Montgomery,tmontgomeryi0@toplist.cz,Female,bankcard,$0.92,FALSE,TRUE,Celje
Julia,Freeman,jfreemani2@theguardian.com,Female,jcb,$5.08,FALSE,FALSE,Oster
Dorothy,Morgan,dmorgani5@odnoklassniki.ru,Female,diners-club-enroute,$1.03,TRUE,TRUE,Tsagaanders
Charles,Fox,,Male,maestro,$1.06,FALSE,,Yongfeng
Jose,Griffin,jgriffinii@i2i.jp,Male,jcb,$5.38,FALSE,TRUE,Xuhui
Anna,Collins,acollinsis@cdc.gov,Female,jcb,$1.57,FALSE,FALSE,Fucheng
,Martinez,tmartineziv@reuters.com,Male,jcb,,TRUE,TRUE,
Gary,West,gwestiw@ucoz.com,Male,jcb,$9.21,TRUE,TRUE,Přimda
Bonnie,Schmidt,bschmidtix@clickbank.net,Female,laser,$3.13,TRUE,FALSE,Artimet
Stephanie,Warren,,Female,jcb,$6.10,TRUE,,Sobreira
Peter,Harvey,pharveyj3@cpanel.net,,maestro,$2.91,TRUE,TRUE,Nyeri
Alice,Johnston,ajohnstonj8@cam.ac.uk,,jcb,$5.25,FALSE,TRUE,Laraos
Louis,Lee,,Male,americanexpress,$7.08,FALSE,,Xekar
Brenda,Scott,,Female,maestro,$0.18,FALSE,,Sinubong
Joshua,Wagner,,Male,solo,$1.46,TRUE,,Pedra Azul
Irene,,ipiercejm@examiner.com,Female,,$0.32,FALSE,FALSE,Wasogolo
Sarah,Ford,sfordjq@amazon.co.uk,Female,jcb,$1.95,FALSE,TRUE,Lumbardhi
Jimmy,,jlewisjw@bbb.org,Male,,$4.12,TRUE,FALSE,Ambohitseheno
Ryan,Jacobs,rjacobsjy@people.com.cn,,diners-club-us-ca,$1.57,TRUE,TRUE,Radymno
Gloria,Peters,gpetersk3@huffingtonpost.com,Female,jcb,$0.28,FALSE,TRUE,Bitanjuan
Marilyn,Russell,,Female,laser,$1.27,TRUE,,Xindian
Evelyn,,etuckerk5@google.co.uk,Female,,$2.90,FALSE,TRUE,Kladovo
Carolyn,Lewis,clewisk9@goo.gl,Female,diners-club-enroute,$9.48,TRUE,FALSE,Whitehorse
Kevin,Ramos,kramoskb@ocn.ne.jp,Male,jcb,$7.77,FALSE,TRUE,Halimaung Jaya (F-3)
Carl,Palmer,cpalmerkk@ifeng.com,Male,jcb,$6.96,FALSE,TRUE,Katrineholm
Tammy,Wallace,twallacekp@rambler.ru,Female,diners-club-carte-blanche,$3.34,FALSE,TRUE,Bayan Hure
Anna,Wheeler,awheelerkr@redcross.org,,mastercard,$5.59,TRUE,TRUE,São Gotardo
Frances,,framirezks@meetup.com,Female,,$1.72,TRUE,FALSE,Digkilaan
Arthur,,amasonkz@elegantthemes.com,Male,,$5.03,FALSE,FALSE,Saint-Malo
Timothy,,tfranklinl2@nature.com,Male,,$8.66,FALSE,TRUE,Siliana
Philip,Flores,pfloresl3@dion.ne.jp,,switch,$4.53,FALSE,FALSE,Incheon
Jennifer,Harvey,jharveyl6@newyorker.com,Female,switch,$4.06,TRUE,FALSE,La Eduvigis
Nicholas,Daniels,ndanielsl7@nbcnews.com,,jcb,$9.68,TRUE,TRUE,Ballyhaunis
Raymond,Carroll,rcarrolllf@amazon.co.uk,Male,diners-club-carte-blanche,$0.05,TRUE,TRUE,Pule
Anna,,adiazlk@aol.com,Female,,$1.88,TRUE,FALSE,San Miguel
Laura,,lrosslr@amazonaws.com,Female,,$7.52,TRUE,FALSE,Rumburk
Irene,Meyer,imeyerlt@cyberchimps.com,Female,mastercard,$7.36,FALSE,FALSE,Kurjan
,Martin,smartinlv@yellowbook.com,Female,jcb,,FALSE,FALSE,
Rebecca,Miller,rmillerm7@diigo.com,Female,diners-club-us-ca,$3.97,TRUE,FALSE,Ala-Buka
Tammy,Kelly,,Female,mastercard,$1.61,TRUE,,Cuyotenango
Antonio,Roberts,arobertsmm@unblog.fr,Male,jcb,$3.06,FALSE,TRUE,Gīvī
Nancy,,ngeorgemp@google.co.jp,Female,,$1.71,TRUE,FALSE,Yangong
Norma,Reed,,Female,diners-club-carte-blanche,$1.06,FALSE,,‘Uqayribāt
Norma,,nmurphymx@nationalgeographic.com,,,$1.49,FALSE,TRUE,Cầu Giấy
James,,jwilsonn0@goo.ne.jp,Male,,$9.97,FALSE,TRUE,Uzdin
Antonio,Wright,awrightn1@cbslocal.com,Male,visa-electron,$8.70,TRUE,TRUE,Mattaldi
Amy,Fowler,,,laser,$5.62,TRUE,,Bosobolo
Carl,,cthomasn4@nature.com,Male,,$4.05,FALSE,TRUE,Vargön
Sean,Johnson,sjohnsonn7@spiegel.de,,diners-club-enroute,$8.31,TRUE,TRUE,Bjelovar
Chris,,clawrencenc@tumblr.com,,,$8.89,TRUE,FALSE,Blumbang
Carolyn,Ellis,cellisnd@slate.com,Female,diners-club-enroute,$1.98,FALSE,TRUE,Dalmatovo
Ronald,Mcdonald,rmcdonaldnk@comcast.net,Male,maestro,$2.39,FALSE,FALSE,Musawa
Rose,,rhansennn@soup.io,Female,,$0.07,TRUE,FALSE,Buffalo
Roy,Alvarez,ralvarezns@jigsy.com,,diners-club-enroute,$8.78,TRUE,FALSE,Heemskerk
Ernest,Fuller,efullernz@kickstarter.com,,americanexpress,$9.30,FALSE,TRUE,Budapest
Eugene,Kim,,Male,jcb,$3.98,FALSE,,Poligny
William,Martin,wmartino2@over-blog.com,,jcb,$5.46,FALSE,FALSE,Klos
Walter,Richards,wrichardso4@vimeo.com,Male,diners-club-enroute,$3.33,TRUE,FALSE,Gampaha
Carl,Duncan,,Male,diners-club-enroute,$4.20,TRUE,,Sarakhs
Stephen,Fox,,Male,jcb,$7.75,FALSE,,Nowy Dwór Mazowiecki
Sara,Bowman,sbowmanok@dell.com,,jcb,$5.10,TRUE,FALSE,Honglong
James,,,Male,,$6.75,TRUE,,Bruxelles
,,pfoxou@w3.org,Male,,,FALSE,FALSE,
Marilyn,,mphillipsov@twitter.com,Female,,$9.58,TRUE,TRUE,Luangwa
Angela,Jackson,,Female,bankcard,$1.87,TRUE,,Kocēni
Sharon,,sfulleroy@intel.com,Female,,$3.19,TRUE,TRUE,Zürich
Craig,,ccolemanp1@storify.com,Male,,$1.37,TRUE,FALSE,Chaoyang
,Watkins,swatkinsp4@sitemeter.com,Male,jcb,,FALSE,FALSE,
Louis,Barnes,lbarnespa@hhs.gov,,jcb,$5.57,FALSE,FALSE,Bendan
Anthony,Harper,,Male,jcb,$3.38,TRUE,,Damulog
Mark,Murphy,,Male,maestro,$7.89,TRUE,,Changtan
Fred,,fperkinsq3@time.com,Male,,$6.76,TRUE,FALSE,Umuquena
Lawrence,Hart,,Male,switch,$4.48,TRUE,,Christiana
John,,jcunninghamqa@craigslist.org,Male,,$2.84,FALSE,TRUE,Lantian
Donna,,dbanksqc@delicious.com,Female,,$2.64,FALSE,TRUE,Byala Slatina
Rose,Rose,rroseqe@php.net,Female,jcb,$2.14,FALSE,FALSE,Huesca
Phillip,,powensqf@bluehost.com,Male,,$7.09,FALSE,FALSE,Heret
Thomas,,tburnsqj@dell.com,Male,,$9.73,FALSE,FALSE,Stockholm
Anthony,,acarpenterqk@about.me,Male,,$3.27,TRUE,FALSE,Lyon
David,Ramirez,dramirezqs@xinhuanet.com,,switch,$5.00,FALSE,FALSE,Gbadolite
James,Powell,jpowellqt@geocities.jp,,americanexpress,$0.45,FALSE,FALSE,Dallas
Jason,Bryant,,Male,jcb,$2.98,FALSE,,Zaña
Arthur,,ahansonr0@com.com,Male,,$4.69,FALSE,TRUE,Chiconi
Joseph,Mendoza,,Male,jcb,$5.98,TRUE,,Assiniboia
Michelle,,msmithr2@ft.com,Female,,$1.11,TRUE,TRUE,Amuñgan
Benjamin,,bcoxrk@thetimes.co.uk,Male,,$0.43,TRUE,FALSE,Yangmadao
Joe,Garza,,Male,jcb,$6.76,FALSE,,Stockholm
Ernest,Harrison,,Male,bankcard,$3.50,TRUE,,Vyatskiye Polyany
Daniel,Ramos,dramosrr@sohu.com,Male,mastercard,$3.48,TRUE,TRUE,Pallanchacra
Bruce,,bmurray0@acquirethisname.com,Male,,$1.83,TRUE,TRUE,Maduao
Keith,Diaz,,Male,jcb,$4.98,FALSE,,Tabuny
,Edwards,jedwards9@google.nl,Male,diners-club-enroute,,TRUE,TRUE,
Paula,,plewisn@illinois.edu,Female,,$2.49,TRUE,TRUE,Goyang-si
Patrick,Richards,prichardsu@godaddy.com,Male,jcb,$5.95,TRUE,FALSE,Silvares
Joan,Fernandez,,Female,china-unionpay,$1.02,TRUE,,Dzwola
Sandra,,scrawford1o@shop-pro.jp,Female,,$6.90,TRUE,TRUE,Naifaru
Sharon,,sholmes1t@google.pl,Female,,$3.14,FALSE,FALSE,Pulaupanggung
Brenda,Porter,bporter1u@com.com,Female,jcb,$7.96,FALSE,FALSE,Saint-Quentin
Martha,Turner,mturner1y@newyorker.com,Female,americanexpress,$4.28,TRUE,TRUE,Trnovlje pri Celju
Carol,,crogers20@google.ca,Female,,$8.82,TRUE,FALSE,Debrecen
,Rice,wrice29@slideshare.net,Female,visa-electron,,TRUE,FALSE,
Arthur,Hamilton,ahamilton2m@twitter.com,,americanexpress,$8.67,FALSE,TRUE,Dukuhsia
Marilyn,Willis,mwillis35@google.fr,,jcb,$1.15,TRUE,TRUE,Pechora
Julia,Fernandez,jfernandez38@oracle.com,Female,jcb,$9.15,FALSE,TRUE,Wushi
Samuel,,sreynolds3c@yellowpages.com,,,$5.92,FALSE,FALSE,Szczecin
Steve,,soliver3e@toplist.cz,Male,,$2.68,TRUE,TRUE,Tahoua
Terry,Reyes,treyes3q@biglobe.ne.jp,Male,mastercard,$9.76,FALSE,FALSE,Józefów
Ruby,,rmontgomery3t@oracle.com,Female,,$9.56,TRUE,TRUE,Voloshka
Mark,,mcole3x@theatlantic.com,,,$2.40,TRUE,FALSE,Jianfeng
Jane,Hill,jhill42@baidu.com,Female,maestro,$0.26,FALSE,TRUE,Złotów
,Jenkins,ljenkins45@alexa.com,Male,jcb,,FALSE,TRUE,
Ernest,Brown,ebrown48@flickr.com,,bankcard,$0.66,FALSE,FALSE,Zhukovskiy
,Robertson,brobertson4a@canalblog.com,Female,maestro,,FALSE,FALSE,
,Lane,mlane4c@vistaprint.com,Female,jcb,,FALSE,TRUE,
Harold,Castillo,hcastillo4k@webeden.co.uk,,china-unionpay,$0.43,TRUE,TRUE,Sukamaju
Jason,Jenkins,,Male,jcb,$4.14,FALSE,,Omuo-Ekiti
Kathy,Lewis,klewis4u@nih.gov,,bankcard,$6.84,TRUE,FALSE,Shangjia
Earl,,eramirez4v@bizjournals.com,Male,,$0.24,FALSE,TRUE,Paccha
Shirley,Carr,scarr4w@biglobe.ne.jp,Female,mastercard,$0.04,FALSE,FALSE,Trudobelikovskiy
Julia,Gomez,jgomez4y@phoca.cz,,diners-club-international,$1.58,TRUE,TRUE,Santa Rosa
Earl,,ewallace54@npr.org,Male,,$0.94,FALSE,TRUE,Wenxing
Elizabeth,,erodriguez5g@etsy.com,Female,,$6.84,FALSE,FALSE,Pivovarikha
Harry,,hsnyder5l@webmd.com,Male,,$6.30,FALSE,FALSE,Jiwei
Katherine,Simpson,ksimpson5n@yahoo.com,,americanexpress,$2.19,TRUE,FALSE,Göteborg
Edward,George,egeorge5o@theguardian.com,Male,jcb,$2.18,FALSE,FALSE,Shimorskoye
Benjamin,Spencer,bspencer67@slideshare.net,,diners-club-carte-blanche,$1.35,FALSE,TRUE,Otrokovice
Edward,Wallace,,Male,mastercard,$2.07,TRUE,,Guangsheng
Roy,Turner,rturner6d@storify.com,Male,jcb,$1.72,FALSE,FALSE,Shangmachang
Jason,George,jgeorge79@indiegogo.com,Male,maestro,$8.77,FALSE,TRUE,Bangelan
,Richardson,arichardson7e@zimbio.com,Male,jcb,,FALSE,FALSE,
,Kennedy,ckennedy7h@facebook.com,Male,china-unionpay,,TRUE,TRUE,
Eugene,Pierce,epierce7i@ebay.com,Male,mastercard,$4.21,FALSE,FALSE,Leidian
Timothy,Williamson,twilliamson7w@quantcast.com,,mastercard,$4.89,FALSE,TRUE,Apače
Judith,Kelley,,Female,switch,$5.01,TRUE,,Tazarine
Terry,Weaver,tweaver82@de.vu,Male,mastercard,$0.99,TRUE,TRUE,Kishk-e Nakhūd
Carl,Stone,cstone84@hud.gov,,jcb,$1.99,FALSE,TRUE,Revava
Ronald,Duncan,,Male,jcb,$9.53,TRUE,,São José de Mipibu
Antonio,Greene,agreene8c@joomla.org,Male,mastercard,$9.03,TRUE,FALSE,Sagarejo
Susan,Perry,sperry8m@bizjournals.com,Female,jcb,$4.73,TRUE,FALSE,Bratislava
Daniel,Hunt,dhunt8u@livejournal.com,,bankcard,$9.12,TRUE,TRUE,Liulihe
Jonathan,Hudson,,Male,bankcard,$4.24,FALSE,,Hongshanzui
Doris,Rose,,Female,jcb,$6.71,TRUE,,Cholet
Raymond,Burns,,Male,jcb,$7.83,FALSE,,Wāling
Philip,Wheeler,pwheeler9c@parallels.com,,china-unionpay,$9.52,TRUE,FALSE,Maojiagang
Jeremy,Wagner,jwagner9o@posterous.com,,jcb,$2.04,FALSE,FALSE,Piraí do Sul
Gregory,Stevens,gstevens9y@nih.gov,,jcb,$9.73,FALSE,FALSE,Masoli
,Ferguson,wfergusonaa@quantcast.com,Male,jcb,,TRUE,TRUE,
Cynthia,,cweaveraf@wunderground.com,Female,,$9.30,FALSE,FALSE,Matsumoto
Rose,Willis,rwillisai@chronoengine.com,Female,maestro,$8.31,TRUE,FALSE,Néa Vrasná
Catherine,King,ckingar@umich.edu,,jcb,$0.33,FALSE,FALSE,Carapelhos
Jose,,jriceba@apple.com,Male,,$0.05,TRUE,TRUE,Bettendorf
Wanda,Palmer,,Female,jcb,$7.40,TRUE,,Qingnianlu
Billy,Little,blittlebp@chron.com,Male,maestro,$7.28,TRUE,TRUE,Bolou
,Gonzales,,Male,jcb,,TRUE,,
Sean,Reynolds,sreynoldsbz@trellian.com,Male,visa-electron,$6.34,TRUE,TRUE,Mobile
Virginia,Pierce,vpiercec1@trellian.com,,diners-club-us-ca,$6.61,TRUE,FALSE,Mascouche
Jean,,jshawcc@geocities.com,Female,,$2.24,FALSE,TRUE,Fort Portal
Judy,,jlopezch@cafepress.com,Female,,$0.98,FALSE,TRUE,Yangsi
Justin,,jwilsoncv@twitpic.com,Male,,$6.84,TRUE,FALSE,Vřesina
Lori,,lromerocw@arizona.edu,Female,,$5.54,TRUE,TRUE,Songhu
Steven,Cunningham,scunninghamd4@cyberchimps.com,,jcb,$5.42,TRUE,FALSE,Vilar do Monte
Margaret,Jones,,Female,jcb,$6.09,FALSE,,La Unión
Joyce,,jhowelldp@about.com,Female,,$4.13,TRUE,TRUE,Mingyu
Lawrence,,lsimsdt@photobucket.com,Male,,$2.40,FALSE,TRUE,Huangdao
Kevin,Richardson,krichardsondv@utexas.edu,,bankcard,$6.64,TRUE,TRUE,Babakanbungur
Norma,,nbrowne0@mashable.com,Female,,$9.34,TRUE,FALSE,Sydney
,Welch,dwelche8@theatlantic.com,Female,mastercard,,TRUE,TRUE,
Denise,Perez,dpereze9@foxnews.com,,jcb,$0.13,TRUE,FALSE,Huping
Gloria,Martin,gmartinee@vimeo.com,,jcb,$8.83,TRUE,FALSE,Glatik
Johnny,,jsimpsoneg@ustream.tv,Male,,$3.19,TRUE,TRUE,Uryupinsk
Nicholas,Brooks,nbrooksf1@newsvine.com,Male,jcb,$5.94,FALSE,TRUE,Ban Lŭng
Nicholas,Morris,,Male,americanexpress,$9.59,FALSE,,Thành Phố Uông Bí
Phyllis,Dunn,pdunnf3@deviantart.com,Female,laser,$7.71,TRUE,FALSE,Ashikaga
Katherine,,kmendozafe@livejournal.com,Female,,$2.32,FALSE,TRUE,Wangdian
,Owens,aowensfg@tmall.com,Female,jcb,,TRUE,TRUE,
Linda,,lriverafh@xing.com,Female,,$0.92,FALSE,TRUE,Huajialing
,Lynch,clynchfn@pinterest.com,Male,americanexpress,,FALSE,TRUE,
Ruby,Miller,rmillerft@vistaprint.com,,jcb,$0.99,FALSE,TRUE,Poiares
Dorothy,Martin,dmartinfu@yahoo.com,Female,bankcard,$1.80,FALSE,FALSE,Tarnowskie Góry
Phyllis,Hill,phillfw@wordpress.org,Female,jcb,$5.35,TRUE,TRUE,Arujá
Phyllis,Jackson,pjacksong1@joomla.org,Female,instapayment,$9.67,TRUE,FALSE,Tonota
